nama,re,alpha,cl,cd,cm,img,dibuat,diubah,cpx,mach
naca2414,500000,2,0.448,0.00807,-0.0464,airfoil/naca2414_sdf_500000_0.0_2.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.095}, {""x"": 0.9694, ""cpv"": 0.089}, {""x"": 0.92, ""cpv"": 0.048}, {""x"": 0.8648, ""cpv"": -0.031}, {""x"": 0.8083, ""cpv"": -0.131}, {""x"": 0.7514, ""cpv"": -0.239}, {""x"": 0.6944, ""cpv"": -0.347}, {""x"": 0.6375, ""cpv"": -0.454}, {""x"": 0.5522, ""cpv"": -0.62}, {""x"": 0.4956, ""cpv"": -0.736}, {""x"": 0.4393, ""cpv"": -0.865}, {""x"": 0.384, ""cpv"": -1.012}, {""x"": 0.33, ""cpv"": -1.164}, {""x"": 0.2768, ""cpv"": -1.319}, {""x"": 0.225, ""cpv"": -1.489}, {""x"": 0.1753, ""cpv"": -1.682}, {""x"": 0.1087, ""cpv"": -2.024}, {""x"": 0.0739, ""cpv"": -2.31}, {""x"": 0.0486, ""cpv"": -2.798}, {""x"": 0.0312, ""cpv"": -3.095}, {""x"": 0.0191, ""cpv"": -3.433}, {""x"": 0.0106, ""cpv"": -3.749}, {""x"": 0.0047, ""cpv"": -3.959}, {""x"": 0.0003, ""cpv"": -3.161}, {""x"": -0.0001, ""cpv"": -2.627}, {""x"": 0.0017, ""cpv"": -0.55}, {""x"": 0.0057, ""cpv"": 0.444}, {""x"": 0.0122, ""cpv"": 0.903}, {""x"": 0.0214, ""cpv"": 1.0}, {""x"": 0.0342, ""cpv"": 0.94}, {""x"": 0.0523, ""cpv"": 0.815}, {""x"": 0.0784, ""cpv"": 0.67}, {""x"": 0.1373, ""cpv"": 0.476}, {""x"": 0.187, ""cpv"": 0.387}, {""x"": 0.2409, ""cpv"": 0.326}, {""x"": 0.2972, ""cpv"": 0.284}, {""x"": 0.3549, ""cpv"": 0.253}, {""x"": 0.4134, ""cpv"": 0.225}, {""x"": 0.4718, ""cpv"": 0.202}, {""x"": 0.5305, ""cpv"": 0.187}, {""x"": 0.6194, ""cpv"": 0.17}, {""x"": 0.6789, ""cpv"": 0.16}, {""x"": 0.7387, ""cpv"": 0.15}, {""x"": 0.7984, ""cpv"": 0.141}, {""x"": 0.858, ""cpv"": 0.131}, {""x"": 0.9163, ""cpv"": 0.122}, {""x"": 0.9683, ""cpv"": 0.114}, {""x"": 1.0, ""cpv"": 0.095}]",0
naca2414,500000,3,0.5546,0.00845,-0.0445,airfoil/naca2414_sdf_500000_0.0_3.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.223}, {""x"": 0.9694, ""cpv"": 0.14}, {""x"": 0.92, ""cpv"": 0.024}, {""x"": 0.8648, ""cpv"": -0.074}, {""x"": 0.8083, ""cpv"": -0.154}, {""x"": 0.7514, ""cpv"": -0.222}, {""x"": 0.6944, ""cpv"": -0.284}, {""x"": 0.6375, ""cpv"": -0.34}, {""x"": 0.5522, ""cpv"": -0.419}, {""x"": 0.4956, ""cpv"": -0.536}, {""x"": 0.4393, ""cpv"": -0.597}, {""x"": 0.384, ""cpv"": -0.653}, {""x"": 0.33, ""cpv"": -0.712}, {""x"": 0.2768, ""cpv"": -0.764}, {""x"": 0.225, ""cpv"": -0.808}, {""x"": 0.1753, ""cpv"": -0.843}, {""x"": 0.1087, ""cpv"": -0.864}, {""x"": 0.0739, ""cpv"": -0.851}, {""x"": 0.0486, ""cpv"": -0.812}, {""x"": 0.0312, ""cpv"": -0.741}, {""x"": 0.0191, ""cpv"": -0.619}, {""x"": 0.0106, ""cpv"": -0.415}, {""x"": 0.0047, ""cpv"": -0.11}, {""x"": 0.0003, ""cpv"": 0.592}, {""x"": -0.0001, ""cpv"": 0.792}, {""x"": 0.0017, ""cpv"": 0.978}, {""x"": 0.0057, ""cpv"": 0.751}, {""x"": 0.0122, ""cpv"": 0.464}, {""x"": 0.0214, ""cpv"": 0.23}, {""x"": 0.0342, ""cpv"": 0.066}, {""x"": 0.0523, ""cpv"": -0.048}, {""x"": 0.0784, ""cpv"": -0.119}, {""x"": 0.1373, ""cpv"": -0.157}, {""x"": 0.187, ""cpv"": -0.151}, {""x"": 0.2409, ""cpv"": -0.132}, {""x"": 0.2972, ""cpv"": -0.109}, {""x"": 0.3549, ""cpv"": -0.088}, {""x"": 0.4134, ""cpv"": -0.072}, {""x"": 0.4718, ""cpv"": -0.057}, {""x"": 0.5305, ""cpv"": -0.038}, {""x"": 0.6194, ""cpv"": -0.01}, {""x"": 0.6789, ""cpv"": 0.008}, {""x"": 0.7387, ""cpv"": 0.025}, {""x"": 0.7984, ""cpv"": 0.038}, {""x"": 0.858, ""cpv"": 0.077}, {""x"": 0.9163, ""cpv"": 0.123}, {""x"": 0.9683, ""cpv"": 0.169}, {""x"": 1.0, ""cpv"": 0.223}]",0
naca2424,500000,-2,-0.0492,0.01159,-0.0319,airfoil/naca2424_sdf_500000_0.0_-2.jpg,2021-11-26 01:56:19.996616 +00:00,2021-11-26 01:56:19.997616 +00:00,"[{""x"": 1.0, ""cpv"": 0.337}, {""x"": 0.9638, ""cpv"": 0.301}, {""x"": 0.9098, ""cpv"": 0.136}, {""x"": 0.8398, ""cpv"": -0.024}, {""x"": 0.7679, ""cpv"": -0.152}, {""x"": 0.6949, ""cpv"": -0.251}, {""x"": 0.621, ""cpv"": -0.339}, {""x"": 0.5485, ""cpv"": -0.5}, {""x"": 0.4438, ""cpv"": -0.599}, {""x"": 0.3791, ""cpv"": -0.672}, {""x"": 0.3186, ""cpv"": -0.729}, {""x"": 0.2631, ""cpv"": -0.759}, {""x"": 0.2132, ""cpv"": -0.754}, {""x"": 0.1697, ""cpv"": -0.716}, {""x"": 0.133, ""cpv"": -0.645}, {""x"": 0.1028, ""cpv"": -0.539}, {""x"": 0.0678, ""cpv"": -0.322}, {""x"": 0.0501, ""cpv"": -0.153}, {""x"": 0.0359, ""cpv"": 0.058}, {""x"": 0.0245, ""cpv"": 0.287}, {""x"": 0.0154, ""cpv"": 0.5}, {""x"": 0.0086, ""cpv"": 0.716}, {""x"": 0.0038, ""cpv"": 0.902}, {""x"": 0.0002, ""cpv"": 0.998}, {""x"": -0.0003, ""cpv"": 0.972}, {""x"": 0.0009, ""cpv"": 0.718}, {""x"": 0.0037, ""cpv"": 0.435}, {""x"": 0.0083, ""cpv"": 0.094}, {""x"": 0.0148, ""cpv"": -0.273}, {""x"": 0.0235, ""cpv"": -0.571}, {""x"": 0.0345, ""cpv"": -0.772}, {""x"": 0.0481, ""cpv"": -0.922}, {""x"": 0.0747, ""cpv"": -1.034}, {""x"": 0.0978, ""cpv"": -1.05}, {""x"": 0.1266, ""cpv"": -1.032}, {""x"": 0.1624, ""cpv"": -0.971}, {""x"": 0.2066, ""cpv"": -0.885}, {""x"": 0.2596, ""cpv"": -0.786}, {""x"": 0.3216, ""cpv"": -0.694}, {""x"": 0.3911, ""cpv"": -0.515}, {""x"": 0.5033, ""cpv"": -0.375}, {""x"": 0.5818, ""cpv"": -0.278}, {""x"": 0.6635, ""cpv"": -0.183}, {""x"": 0.7458, ""cpv"": -0.093}, {""x"": 0.8259, ""cpv"": 0.005}, {""x"": 0.903, ""cpv"": 0.114}, {""x"": 0.9616, ""cpv"": 0.24}, {""x"": 1.0, ""cpv"": 0.337}]",0
naca2414,500000,4,0.6859,0.00917,-0.0486,airfoil/naca2414_sdf_500000_0.0_4.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.217}, {""x"": 0.9694, ""cpv"": 0.14}, {""x"": 0.92, ""cpv"": 0.025}, {""x"": 0.8648, ""cpv"": -0.077}, {""x"": 0.8083, ""cpv"": -0.162}, {""x"": 0.7514, ""cpv"": -0.236}, {""x"": 0.6944, ""cpv"": -0.304}, {""x"": 0.6375, ""cpv"": -0.367}, {""x"": 0.5522, ""cpv"": -0.458}, {""x"": 0.4956, ""cpv"": -0.516}, {""x"": 0.4393, ""cpv"": -0.663}, {""x"": 0.384, ""cpv"": -0.719}, {""x"": 0.33, ""cpv"": -0.781}, {""x"": 0.2768, ""cpv"": -0.843}, {""x"": 0.225, ""cpv"": -0.9}, {""x"": 0.1753, ""cpv"": -0.953}, {""x"": 0.1087, ""cpv"": -1.011}, {""x"": 0.0739, ""cpv"": -1.03}, {""x"": 0.0486, ""cpv"": -1.028}, {""x"": 0.0312, ""cpv"": -0.997}, {""x"": 0.0191, ""cpv"": -0.915}, {""x"": 0.0106, ""cpv"": -0.747}, {""x"": 0.0047, ""cpv"": -0.464}, {""x"": 0.0003, ""cpv"": 0.32}, {""x"": -0.0001, ""cpv"": 0.581}, {""x"": 0.0017, ""cpv"": 0.999}, {""x"": 0.0057, ""cpv"": 0.887}, {""x"": 0.0122, ""cpv"": 0.645}, {""x"": 0.0214, ""cpv"": 0.416}, {""x"": 0.0342, ""cpv"": 0.239}, {""x"": 0.0523, ""cpv"": 0.104}, {""x"": 0.0784, ""cpv"": 0.01}, {""x"": 0.1373, ""cpv"": -0.061}, {""x"": 0.187, ""cpv"": -0.072}, {""x"": 0.2409, ""cpv"": -0.066}, {""x"": 0.2972, ""cpv"": -0.054}, {""x"": 0.3549, ""cpv"": -0.04}, {""x"": 0.4134, ""cpv"": -0.03}, {""x"": 0.4718, ""cpv"": -0.021}, {""x"": 0.5305, ""cpv"": -0.007}, {""x"": 0.6194, ""cpv"": 0.016}, {""x"": 0.6789, ""cpv"": 0.032}, {""x"": 0.7387, ""cpv"": 0.047}, {""x"": 0.7984, ""cpv"": 0.063}, {""x"": 0.858, ""cpv"": 0.079}, {""x"": 0.9163, ""cpv"": 0.094}, {""x"": 0.9683, ""cpv"": 0.156}, {""x"": 1.0, ""cpv"": 0.217}]",0
naca2414,500000,5,0.8162,0.01021,-0.0532,airfoil/naca2414_sdf_500000_0.0_5.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.196}, {""x"": 0.9694, ""cpv"": 0.125}, {""x"": 0.92, ""cpv"": 0.013}, {""x"": 0.8648, ""cpv"": -0.091}, {""x"": 0.8083, ""cpv"": -0.18}, {""x"": 0.7514, ""cpv"": -0.259}, {""x"": 0.6944, ""cpv"": -0.332}, {""x"": 0.6375, ""cpv"": -0.402}, {""x"": 0.5522, ""cpv"": -0.505}, {""x"": 0.4956, ""cpv"": -0.572}, {""x"": 0.4393, ""cpv"": -0.646}, {""x"": 0.384, ""cpv"": -0.802}, {""x"": 0.33, ""cpv"": -0.87}, {""x"": 0.2768, ""cpv"": -0.937}, {""x"": 0.225, ""cpv"": -1.009}, {""x"": 0.1753, ""cpv"": -1.081}, {""x"": 0.1087, ""cpv"": -1.182}, {""x"": 0.0739, ""cpv"": -1.239}, {""x"": 0.0486, ""cpv"": -1.282}, {""x"": 0.0312, ""cpv"": -1.3}, {""x"": 0.0191, ""cpv"": -1.272}, {""x"": 0.0106, ""cpv"": -1.155}, {""x"": 0.0047, ""cpv"": -0.912}, {""x"": 0.0003, ""cpv"": -0.059}, {""x"": -0.0001, ""cpv"": 0.261}, {""x"": 0.0017, ""cpv"": 0.943}, {""x"": 0.0057, ""cpv"": 0.976}, {""x"": 0.0122, ""cpv"": 0.803}, {""x"": 0.0214, ""cpv"": 0.594}, {""x"": 0.0342, ""cpv"": 0.411}, {""x"": 0.0523, ""cpv"": 0.26}, {""x"": 0.0784, ""cpv"": 0.145}, {""x"": 0.1373, ""cpv"": 0.042}, {""x"": 0.187, ""cpv"": 0.015}, {""x"": 0.2409, ""cpv"": 0.007}, {""x"": 0.2972, ""cpv"": 0.01}, {""x"": 0.3549, ""cpv"": 0.015}, {""x"": 0.4134, ""cpv"": 0.019}, {""x"": 0.4718, ""cpv"": 0.022}, {""x"": 0.5305, ""cpv"": 0.032}, {""x"": 0.6194, ""cpv"": 0.05}, {""x"": 0.6789, ""cpv"": 0.062}, {""x"": 0.7387, ""cpv"": 0.075}, {""x"": 0.7984, ""cpv"": 0.09}, {""x"": 0.858, ""cpv"": 0.107}, {""x"": 0.9163, ""cpv"": 0.126}, {""x"": 0.9683, ""cpv"": 0.141}, {""x"": 1.0, ""cpv"": 0.196}]",0
naca2414,500000,6,0.8984,0.01141,-0.0477,airfoil/naca2414_sdf_500000_0.0_6.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.173}, {""x"": 0.9694, ""cpv"": 0.108}, {""x"": 0.92, ""cpv"": 0.002}, {""x"": 0.8648, ""cpv"": -0.103}, {""x"": 0.8083, ""cpv"": -0.196}, {""x"": 0.7514, ""cpv"": -0.279}, {""x"": 0.6944, ""cpv"": -0.358}, {""x"": 0.6375, ""cpv"": -0.434}, {""x"": 0.5522, ""cpv"": -0.549}, {""x"": 0.4956, ""cpv"": -0.628}, {""x"": 0.4393, ""cpv"": -0.713}, {""x"": 0.384, ""cpv"": -0.806}, {""x"": 0.33, ""cpv"": -0.914}, {""x"": 0.2768, ""cpv"": -1.047}, {""x"": 0.225, ""cpv"": -1.123}, {""x"": 0.1753, ""cpv"": -1.213}, {""x"": 0.1087, ""cpv"": -1.357}, {""x"": 0.0739, ""cpv"": -1.456}, {""x"": 0.0486, ""cpv"": -1.547}, {""x"": 0.0312, ""cpv"": -1.622}, {""x"": 0.0191, ""cpv"": -1.655}, {""x"": 0.0106, ""cpv"": -1.6}, {""x"": 0.0047, ""cpv"": -1.415}, {""x"": 0.0003, ""cpv"": -0.52}, {""x"": -0.0001, ""cpv"": -0.144}, {""x"": 0.0017, ""cpv"": 0.806}, {""x"": 0.0057, ""cpv"": 0.999}, {""x"": 0.0122, ""cpv"": 0.914}, {""x"": 0.0214, ""cpv"": 0.738}, {""x"": 0.0342, ""cpv"": 0.56}, {""x"": 0.0523, ""cpv"": 0.401}, {""x"": 0.0784, ""cpv"": 0.27}, {""x"": 0.1373, ""cpv"": 0.14}, {""x"": 0.187, ""cpv"": 0.098}, {""x"": 0.2409, ""cpv"": 0.078}, {""x"": 0.2972, ""cpv"": 0.071}, {""x"": 0.3549, ""cpv"": 0.069}, {""x"": 0.4134, ""cpv"": 0.066}, {""x"": 0.4718, ""cpv"": 0.065}, {""x"": 0.5305, ""cpv"": 0.07}, {""x"": 0.6194, ""cpv"": 0.082}, {""x"": 0.6789, ""cpv"": 0.091}, {""x"": 0.7387, ""cpv"": 0.101}, {""x"": 0.7984, ""cpv"": 0.114}, {""x"": 0.858, ""cpv"": 0.13}, {""x"": 0.9163, ""cpv"": 0.151}, {""x"": 0.9683, ""cpv"": 0.166}, {""x"": 1.0, ""cpv"": 0.173}]",0
naca2414,500000,7,0.9821,0.0129,-0.0429,airfoil/naca2414_sdf_500000_0.0_7.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.173}, {""x"": 0.9694, ""cpv"": 0.119}, {""x"": 0.92, ""cpv"": 0.018}, {""x"": 0.8648, ""cpv"": -0.089}, {""x"": 0.8083, ""cpv"": -0.188}, {""x"": 0.7514, ""cpv"": -0.277}, {""x"": 0.6944, ""cpv"": -0.361}, {""x"": 0.6375, ""cpv"": -0.443}, {""x"": 0.5522, ""cpv"": -0.569}, {""x"": 0.4956, ""cpv"": -0.656}, {""x"": 0.4393, ""cpv"": -0.752}, {""x"": 0.384, ""cpv"": -0.86}, {""x"": 0.33, ""cpv"": -0.961}, {""x"": 0.2768, ""cpv"": -1.055}, {""x"": 0.225, ""cpv"": -1.23}, {""x"": 0.1753, ""cpv"": -1.32}, {""x"": 0.1087, ""cpv"": -1.499}, {""x"": 0.0739, ""cpv"": -1.633}, {""x"": 0.0486, ""cpv"": -1.768}, {""x"": 0.0312, ""cpv"": -1.892}, {""x"": 0.0191, ""cpv"": -1.981}, {""x"": 0.0106, ""cpv"": -1.987}, {""x"": 0.0047, ""cpv"": -1.861}, {""x"": 0.0003, ""cpv"": -0.952}, {""x"": -0.0001, ""cpv"": -0.535}, {""x"": 0.0017, ""cpv"": 0.636}, {""x"": 0.0057, ""cpv"": 0.971}, {""x"": 0.0122, ""cpv"": 0.971}, {""x"": 0.0214, ""cpv"": 0.832}, {""x"": 0.0342, ""cpv"": 0.664}, {""x"": 0.0523, ""cpv"": 0.503}, {""x"": 0.0784, ""cpv"": 0.362}, {""x"": 0.1373, ""cpv"": 0.214}, {""x"": 0.187, ""cpv"": 0.159}, {""x"": 0.2409, ""cpv"": 0.13}, {""x"": 0.2972, ""cpv"": 0.115}, {""x"": 0.3549, ""cpv"": 0.107}, {""x"": 0.4134, ""cpv"": 0.098}, {""x"": 0.4718, ""cpv"": 0.092}, {""x"": 0.5305, ""cpv"": 0.093}, {""x"": 0.6194, ""cpv"": 0.098}, {""x"": 0.6789, ""cpv"": 0.104}, {""x"": 0.7387, ""cpv"": 0.109}, {""x"": 0.7984, ""cpv"": 0.117}, {""x"": 0.858, ""cpv"": 0.127}, {""x"": 0.9163, ""cpv"": 0.143}, {""x"": 0.9683, ""cpv"": 0.163}, {""x"": 1.0, ""cpv"": 0.173}]",0
naca2414,500000,8,1.0667,0.01453,-0.0385,airfoil/naca2414_sdf_500000_0.0_8.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.164}, {""x"": 0.9694, ""cpv"": 0.121}, {""x"": 0.92, ""cpv"": 0.031}, {""x"": 0.8648, ""cpv"": -0.076}, {""x"": 0.8083, ""cpv"": -0.178}, {""x"": 0.7514, ""cpv"": -0.273}, {""x"": 0.6944, ""cpv"": -0.364}, {""x"": 0.6375, ""cpv"": -0.451}, {""x"": 0.5522, ""cpv"": -0.587}, {""x"": 0.4956, ""cpv"": -0.681}, {""x"": 0.4393, ""cpv"": -0.786}, {""x"": 0.384, ""cpv"": -0.905}, {""x"": 0.33, ""cpv"": -1.022}, {""x"": 0.2768, ""cpv"": -1.134}, {""x"": 0.225, ""cpv"": -1.244}, {""x"": 0.1753, ""cpv"": -1.395}, {""x"": 0.1087, ""cpv"": -1.651}, {""x"": 0.0739, ""cpv"": -1.819}, {""x"": 0.0486, ""cpv"": -1.999}, {""x"": 0.0312, ""cpv"": -2.176}, {""x"": 0.0191, ""cpv"": -2.327}, {""x"": 0.0106, ""cpv"": -2.402}, {""x"": 0.0047, ""cpv"": -2.346}, {""x"": 0.0003, ""cpv"": -1.438}, {""x"": -0.0001, ""cpv"": -0.987}, {""x"": 0.0017, ""cpv"": 0.413}, {""x"": 0.0057, ""cpv"": 0.9}, {""x"": 0.0122, ""cpv"": 0.998}, {""x"": 0.0214, ""cpv"": 0.906}, {""x"": 0.0342, ""cpv"": 0.756}, {""x"": 0.0523, ""cpv"": 0.596}, {""x"": 0.0784, ""cpv"": 0.45}, {""x"": 0.1373, ""cpv"": 0.285}, {""x"": 0.187, ""cpv"": 0.22}, {""x"": 0.2409, ""cpv"": 0.181}, {""x"": 0.2972, ""cpv"": 0.159}, {""x"": 0.3549, ""cpv"": 0.145}, {""x"": 0.4134, ""cpv"": 0.131}, {""x"": 0.4718, ""cpv"": 0.12}, {""x"": 0.5305, ""cpv"": 0.117}, {""x"": 0.6194, ""cpv"": 0.116}, {""x"": 0.6789, ""cpv"": 0.118}, {""x"": 0.7387, ""cpv"": 0.12}, {""x"": 0.7984, ""cpv"": 0.123}, {""x"": 0.858, ""cpv"": 0.128}, {""x"": 0.9163, ""cpv"": 0.138}, {""x"": 0.9683, ""cpv"": 0.153}, {""x"": 1.0, ""cpv"": 0.164}]",0
naca2414,500000,9,1.1472,0.01633,-0.0338,airfoil/naca2414_sdf_500000_0.0_9.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.15}, {""x"": 0.9694, ""cpv"": 0.116}, {""x"": 0.92, ""cpv"": 0.039}, {""x"": 0.8648, ""cpv"": -0.063}, {""x"": 0.8083, ""cpv"": -0.168}, {""x"": 0.7514, ""cpv"": -0.268}, {""x"": 0.6944, ""cpv"": -0.364}, {""x"": 0.6375, ""cpv"": -0.458}, {""x"": 0.5522, ""cpv"": -0.603}, {""x"": 0.4956, ""cpv"": -0.705}, {""x"": 0.4393, ""cpv"": -0.818}, {""x"": 0.384, ""cpv"": -0.946}, {""x"": 0.33, ""cpv"": -1.075}, {""x"": 0.2768, ""cpv"": -1.204}, {""x"": 0.225, ""cpv"": -1.337}, {""x"": 0.1753, ""cpv"": -1.48}, {""x"": 0.1087, ""cpv"": -1.824}, {""x"": 0.0739, ""cpv"": -2.022}, {""x"": 0.0486, ""cpv"": -2.243}, {""x"": 0.0312, ""cpv"": -2.474}, {""x"": 0.0191, ""cpv"": -2.692}, {""x"": 0.0106, ""cpv"": -2.843}, {""x"": 0.0047, ""cpv"": -2.868}, {""x"": 0.0003, ""cpv"": -1.981}, {""x"": -0.0001, ""cpv"": -1.496}, {""x"": 0.0017, ""cpv"": 0.132}, {""x"": 0.0057, ""cpv"": 0.784}, {""x"": 0.0122, ""cpv"": 0.994}, {""x"": 0.0214, ""cpv"": 0.958}, {""x"": 0.0342, ""cpv"": 0.832}, {""x"": 0.0523, ""cpv"": 0.681}, {""x"": 0.0784, ""cpv"": 0.532}, {""x"": 0.1373, ""cpv"": 0.354}, {""x"": 0.187, ""cpv"": 0.279}, {""x"": 0.2409, ""cpv"": 0.232}, {""x"": 0.2972, ""cpv"": 0.203}, {""x"": 0.3549, ""cpv"": 0.183}, {""x"": 0.4134, ""cpv"": 0.164}, {""x"": 0.4718, ""cpv"": 0.149}, {""x"": 0.5305, ""cpv"": 0.142}, {""x"": 0.6194, ""cpv"": 0.135}, {""x"": 0.6789, ""cpv"": 0.133}, {""x"": 0.7387, ""cpv"": 0.131}, {""x"": 0.7984, ""cpv"": 0.13}, {""x"": 0.858, ""cpv"": 0.13}, {""x"": 0.9163, ""cpv"": 0.134}, {""x"": 0.9683, ""cpv"": 0.143}, {""x"": 1.0, ""cpv"": 0.15}]",0
naca2414,500000,10,1.2179,0.01823,-0.0276,airfoil/naca2414_sdf_500000_0.0_10.jpg,2021-11-26 01:41:36.737156 +00:00,2021-11-26 01:41:36.737156 +00:00,"[{""x"": 1.0, ""cpv"": 0.128}, {""x"": 0.9694, ""cpv"": 0.106}, {""x"": 0.92, ""cpv"": 0.045}, {""x"": 0.8648, ""cpv"": -0.048}, {""x"": 0.8083, ""cpv"": -0.153}, {""x"": 0.7514, ""cpv"": -0.258}, {""x"": 0.6944, ""cpv"": -0.36}, {""x"": 0.6375, ""cpv"": -0.46}, {""x"": 0.5522, ""cpv"": -0.615}, {""x"": 0.4956, ""cpv"": -0.724}, {""x"": 0.4393, ""cpv"": -0.845}, {""x"": 0.384, ""cpv"": -0.983}, {""x"": 0.33, ""cpv"": -1.123}, {""x"": 0.2768, ""cpv"": -1.266}, {""x"": 0.225, ""cpv"": -1.418}, {""x"": 0.1753, ""cpv"": -1.588}, {""x"": 0.1087, ""cpv"": -1.88}, {""x"": 0.0739, ""cpv"": -2.265}, {""x"": 0.0486, ""cpv"": -2.505}, {""x"": 0.0312, ""cpv"": -2.781}, {""x"": 0.0191, ""cpv"": -3.064}, {""x"": 0.0106, ""cpv"": -3.298}, {""x"": 0.0047, ""cpv"": -3.413}, {""x"": 0.0003, ""cpv"": -2.562}, {""x"": -0.0001, ""cpv"": -2.051}, {""x"": 0.0017, ""cpv"": -0.192}, {""x"": 0.0057, ""cpv"": 0.63}, {""x"": 0.0122, ""cpv"": 0.962}, {""x"": 0.0214, ""cpv"": 0.989}, {""x"": 0.0342, ""cpv"": 0.894}, {""x"": 0.0523, ""cpv"": 0.754}, {""x"": 0.0784, ""cpv"": 0.606}, {""x"": 0.1373, ""cpv"": 0.418}, {""x"": 0.187, ""cpv"": 0.336}, {""x"": 0.2409, ""cpv"": 0.281}, {""x"": 0.2972, ""cpv"": 0.245}, {""x"": 0.3549, ""cpv"": 0.219}, {""x"": 0.4134, ""cpv"": 0.196}, {""x"": 0.4718, ""cpv"": 0.177}, {""x"": 0.5305, ""cpv"": 0.166}, {""x"": 0.6194, ""cpv"": 0.154}, {""x"": 0.6789, ""cpv"": 0.148}, {""x"": 0.7387, ""cpv"": 0.142}, {""x"": 0.7984, ""cpv"": 0.137}, {""x"": 0.858, ""cpv"": 0.132}, {""x"": 0.9163, ""cpv"": 0.13}, {""x"": 0.9683, ""cpv"": 0.131}, {""x"": 1.0, ""cpv"": 0.128}]",0
naca2415,500000,-10,-0.8505,0.01679,-0.0552,airfoil/naca2415_sdf_500000_0.0_-10.jpg,2021-11-26 01:46:31.779042 +00:00,2021-11-26 01:46:31.780042 +00:00,"[{""x"": 1.0, ""cpv"": 0.177}, {""x"": 0.971, ""cpv"": 0.062}, {""x"": 0.9261, ""cpv"": 0.051}, {""x"": 0.8503, ""cpv"": 0.016}, {""x"": 0.7979, ""cpv"": -0.006}, {""x"": 0.745, ""cpv"": -0.024}, {""x"": 0.6659, ""cpv"": -0.043}, {""x"": 0.6132, ""cpv"": -0.049}, {""x"": 0.5606, ""cpv"": -0.049}, {""x"": 0.482, ""cpv"": -0.043}, {""x"": 0.4303, ""cpv"": -0.034}, {""x"": 0.3793, ""cpv"": -0.015}, {""x"": 0.3043, ""cpv"": 0.037}, {""x"": 0.256, ""cpv"": 0.088}, {""x"": 0.2092, ""cpv"": 0.184}, {""x"": 0.1434, ""cpv"": 0.349}, {""x"": 0.1058, ""cpv"": 0.505}, {""x"": 0.0753, ""cpv"": 0.665}, {""x"": 0.0436, ""cpv"": 0.883}, {""x"": 0.0294, ""cpv"": 0.978}, {""x"": 0.019, ""cpv"": 0.993}, {""x"": 0.0085, ""cpv"": 0.721}, {""x"": 0.004, ""cpv"": 0.212}, {""x"": 0.0003, ""cpv"": -1.345}, {""x"": -0.0001, ""cpv"": -2.067}, {""x"": 0.0014, ""cpv"": -3.758}, {""x"": 0.0045, ""cpv"": -4.171}, {""x"": 0.0127, ""cpv"": -4.273}, {""x"": 0.0209, ""cpv"": -3.869}, {""x"": 0.0318, ""cpv"": -3.555}, {""x"": 0.0554, ""cpv"": -2.54}, {""x"": 0.0785, ""cpv"": -2.177}, {""x"": 0.1099, ""cpv"": -1.8}, {""x"": 0.1721, ""cpv"": -1.348}, {""x"": 0.2199, ""cpv"": -1.115}, {""x"": 0.2708, ""cpv"": -0.915}, {""x"": 0.3503, ""cpv"": -0.702}, {""x"": 0.4042, ""cpv"": -0.594}, {""x"": 0.4582, ""cpv"": -0.504}, {""x"": 0.5395, ""cpv"": -0.379}, {""x"": 0.5943, ""cpv"": -0.299}, {""x"": 0.6496, ""cpv"": -0.228}, {""x"": 0.7327, ""cpv"": -0.132}, {""x"": 0.7878, ""cpv"": -0.069}, {""x"": 0.8427, ""cpv"": -0.003}, {""x"": 0.9233, ""cpv"": 0.093}, {""x"": 0.9702, ""cpv"": 0.146}, {""x"": 1.0, ""cpv"": 0.177}]",0
